R 50.00000
Frequency (GHz),DB[S11],ANG[S11],DB[S12],ANG[S12],DB[S13],ANG[S13],DB[S21],ANG[S21],DB[S22],ANG[S22],DB[S23],ANG[S23],DB[S31],ANG[S31],DB[S32],ANG[S32],DB[S33],ANG[S33]
5.000000000000000,-42.24847695230,77.603487073825,-1.513326661e-3,-13.45939017889,-35.40649238918,74.614344380848,-1.513326661e-3,-13.45939017888,-42.24789442848,77.621727540320,-35.40661290236,74.520521213329,-35.40649238921,74.614344380822,-35.40661290239,74.520521213299,-2.511846617e-3,-17.84768242552
5.500000000000000,-41.42864545682,76.362758018242,-1.827414428e-3,-14.80508713919,-34.58668073088,73.078006758100,-1.827414429e-3,-14.80508713919,-41.42794140358,76.382748908544,-34.58682639311,72.974792247087,-34.58668073089,73.078006758068,-34.58682639312,72.974792247074,-3.032798022e-3,-19.62785560313
6.000000000000000,-40.68166427642,75.121812803516,-2.170072593e-3,-16.15071579272,-33.83970863274,71.542294022944,-2.170072595e-3,-16.15071579272,-40.68082742882,75.143533301230,-33.83988177623,71.429685534465,-33.83970863275,71.542294022694,-33.83988177624,71.429685534237,-3.601123318e-3,-21.40672646886
6.500000000000000,-39.99598219018,73.880633236464,-2.540951648e-3,-17.49627023246,-33.15402035657,70.007260560148,-2.540951649e-3,-17.49627023246,-39.99500136476,73.904060738534,-33.15422329665,69.885255183816,-33.15402035659,70.007260560165,-33.15422329666,69.885255183850,-4.216249428e-3,-23.18418139432
7.000000000000000,-39.36261825715,72.639200750715,-2.939671869e-3,-18.84174481221,-32.52063273894,68.472959725602,-2.939671869e-3,-18.84174481221,-39.36148235829,72.664310879332,-32.52086777243,68.341554282103,-32.52063273894,68.472959725575,-32.52086777244,68.341554282056,-4.877555587e-3,-24.96010795465
7.500000000000001,-38.77445700927,71.397499070442,-3.365828980e-3,-20.18713370451,-31.93242380308,66.939444754200,-3.365828980e-3,-20.18713370452,-38.77315503435,71.424265712817,-31.93269320713,66.798635781177,-31.93242380307,66.939444754216,-31.93269320713,66.798635781245,-5.584380817e-3,-26.73439506435
8.000000000000000,-38.22575848391,70.155510615418,-3.818991072e-3,-21.53243152011,-31.38365146026,65.406767871674,-3.818991071e-3,-21.53243152013,-38.22427952978,70.183905937373,-31.38395749096,65.256551611340,-31.38365146026,65.406767871705,-31.38395749097,65.256551611357,-6.336019640e-3,-28.50693300419
R 50.00000
Frequency (GHz),DB[S11],ANG[S11],DB[S12],ANG[S12],DB[S13],ANG[S13],DB[S21],ANG[S21],DB[S22],ANG[S22],DB[S23],ANG[S23],DB[S31],ANG[S31],DB[S32],ANG[S32],DB[S33],ANG[S33]
gap = 8.0
Line = 20.0
td = 4.0
Wcoup = 400.0
3.000000000000000,-47.77882665551,82.560961424660,-4.561432846e-4,-8.053775185687,-40.56276729679,80.749865080489,-4.561432853e-4,-8.053775185685,-47.77863024301,82.571078475793,-40.56280456650,80.694729897653,-40.56276729679,80.749865080582,-40.56280456649,80.694729897769,-7.690537246e-4,-10.73520318984
3.500000000000000,-46.44538588440,81.320273825536,-6.197280173e-4,-9.395987733959,-39.22882583823,79.209087507839,-6.197280173e-4,-9.395987733950,-46.44511873057,81.332050492769,-39.22887652967,79.144759456324,-39.22882583821,79.209087507835,-39.22887652965,79.144759456270,-1.044435631e-3,-12.52257008958
4.000000000000000,-45.29188621390,80.079465972035,-8.079576243e-4,-10.73816213597,-38.07474577120,77.668712849736,-8.079576239e-4,-10.73816213596,-45.29153754680,80.092890042158,-38.07481192507,77.595190221421,-38.07474577124,77.668712849997,-38.07481192512,77.595190221655,-1.361264856e-3,-14.30909365889
4.500000000000000,-44.27602385600,78.838521819729,-1.020633887e-3,-12.08029295384,-37.05821716466,76.128797562383,-1.020633886e-3,-12.08029295384,-44.27558294931,78.853579383970,-37.05830081135,76.046078386328,-37.05821716466,76.128797562417,-37.05830081135,76.046078386380,-1.719216554e-3,-16.09465552951
5.000000000000000,-43.36891017572,77.597424897617,-1.257533361e-3,-13.42237498213,-36.15035039775,74.589397657776,-1.257533361e-3,-13.42237498214,-43.36836635501,77.614100349067,-36.15045355594,74.497479718117,-36.15035039775,74.589397657684,-36.15045355596,74.497479717998,-2.117924515e-3,-17.87913816465
5.500000000000000,-42.54994120926,76.356158974781,-1.518407768e-3,-14.76440304375,-35.33053897184,73.050568675744,-1.518407767e-3,-14.76440304376,-42.54928385769,76.374435032578,-35.33066364730,72.949449480229,-35.33053897181,73.050568675693,-35.33066364728,72.949449480189,-2.556981871e-3,-19.66242496596
6.000000000000000,-41.80390479477,75.114708782517,-1.802983782e-3,-16.10637199684,-34.58356710287,71.512365611625,-1.802983782e-3,-16.10637199685,-41.80312335781,75.134566503855,-34.58371528697,71.402042406551,-34.58356710288,71.512365611551,-34.58371528699,71.402042406488,-3.035941860e-3,-21.44440036414
6.500000000000000,-41.11925002206,73.873058947717,-2.110965302e-3,-17.44827670868,-33.89787904499,69.974842989452,-2.110965301e-3,-17.44827670869,-41.11833401263,73.894477755667,-33.89805271359,69.855312737204,-33.89787904498,69.974842989434,-33.89805271357,69.855312737163,-3.554319321e-3,-23.22494992065
7.000000000000000,-40.48699524502,72.631193509316,-2.442030473e-3,-18.79011233273,-33.26449162593,68.438054283418,-2.442030473e-3,-18.79011233274,-40.48593424997,72.654151200034,-33.26469273784,68.309313666630,-33.26449162592,68.438054283388,-33.26469273784,68.309313666619,-4.111588414e-3,-25.00396040455
7.500000000000001,-39.90002581044,71.389099144513,-2.795836954e-3,-20.13187377133,-32.67628285903,66.902052902773,-2.795836956e-3,-20.13187377133,-39.89880949358,71.413571925767,-32.67651335499,66.764098316102,-32.67628285904,66.902052902683,-32.67651335500,66.764098316042,-4.707189865e-3,-26.78131992886
8.000000000000000,-39.35260112671,70.146760886581,-3.172018971e-3,-21.47355639988,-32.12751064448,65.366891235676,-3.172018972e-3,-21.47355639987,-39.35121923456,70.172723382501,-32.12777244585,65.219718770505,-32.12751064448,65.366891235759,-32.12777244584,65.219718770609,-5.340526517e-3,-28.55691797695
R 50.00000
Frequency (GHz),DB[S11],ANG[S11],DB[S12],ANG[S12],DB[S13],ANG[S13],DB[S21],ANG[S21],DB[S22],ANG[S22],DB[S23],ANG[S23],DB[S31],ANG[S31],DB[S32],ANG[S32],DB[S33],ANG[S33]
gap = 8.0
Line = 20.0
td = 6.0
Wcoup = 400.0
3.000000000000000,-49.34823974879,82.519300507911,-3.343857833e-4,-8.025968803523,-41.87954728938,80.732722083847,-3.343857825e-4,-8.025968803528,-49.34807230756,82.527613710135,-41.87957726392,80.678878366674,-41.87954728937,80.732722083521,-41.87957726392,80.678878366360,-5.694691332e-4,-10.75732230897
3.500000000000000,-48.01586204827,81.271646128379,-4.541725154e-4,-9.363564559574,-40.54561855758,79.189084462028,-4.541725152e-4,-9.363564559584,-48.01563426876,81.281323504711,-40.54565932283,79.126262831577,-40.54561855758,79.189084462177,-40.54565932284,79.126262831662,-7.730720927e-4,-12.54836309266
4.000000000000000,-46.86358818868,80.023914461235,-5.919779996e-4,-10.70113026208,-39.39155319625,77.645848464619,-5.919779997e-4,-10.70113026208,-46.86329086109,80.034946195849,-39.39160639033,77.574047078376,-39.39155319626,77.645848464614,-39.39160639035,77.574047078426,-1.007273331e-3,-14.33855471999
4.500000000000000,-45.84911604050,78.776095541977,-7.476516460e-4,-12.03866157297,-38.37504128294,76.103070388626,-7.476516465e-4,-12.03866157297,-45.84873998477,78.788470433458,-38.37510853458,76.022287124102,-38.37504128292,76.103070388665,-38.37510853456,76.022287124152,-1.271830489e-3,-16.12777799450
5.000000000000000,-44.94355583497,77.528178842383,-9.210238741e-4,-13.37615442612,-37.46719320648,74.560806099696,-9.210238748e-4,-13.37615442611,-44.94309190417,77.541884321122,-37.46727613378,74.471038572967,-37.46719320647,74.560806099812,-37.46727613377,74.471038573088,-1.566470431e-3,-17.91591455330
5.500000000000000,-44.12630464318,76.280154199722,-1.111906202e-3,-14.71360470532,-36.64740247851,73.019111003390,-1.111906201e-3,-14.71360470532,-44.12574372787,76.295176338307,-36.64750268781,72.920356537479,-36.64740247852,73.019111003375,-36.64750268782,72.920356537445,-1.890889737e-3,-19.70284697355
6.000000000000000,-43.38215002837,75.032012207261,-1.320091090e-3,-16.05100836513,-35.90045332620,71.478039974152,-1.320091089e-3,-16.05100836513,-43.38148305875,75.048335729195,-35.90057241075,71.370295612911,-35.90045332622,71.478039974120,-35.90057241077,71.370295612857,-2.244755219e-3,-21.48845886332
6.500000000000000,-42.69954169881,73.783743457016,-1.545354060e-3,-17.38836132646,-35.21479001523,69.937647445265,-1.545354059e-3,-17.38836132647,-42.69875964926,73.801351755838,-35.21492955417,69.820909933131,-35.21479001524,69.937647445281,-35.21492955417,69.820909933124,-2.627705312e-3,-23.27263496376
7.000000000000000,-42.06949707023,72.535337524580,-1.787450626e-3,-18.72565981961,-34.58142938566,68.397986754483,-1.787450626e-3,-18.72565981960,-42.06859096223,72.554212663255,-34.58159094263,68.272252537253,-34.58142938566,68.397986754497,-34.58159094263,68.272252537277,-3.039347528e-3,-25.05526122569
7.500000000000001,-41.48490297417,71.286787150159,-2.046121389e-3,-20.06289974078,-33.99324946321,66.859111283184,-2.046121390e-3,-20.06289974078,-41.48386387836,71.306909892962,-33.99343458538,66.724376507616,-33.99324946322,66.859111283162,-33.99343458539,66.724376507605,-3.479265437e-3,-26.83622494610
8.000000000000000,-40.94001782192,70.038082891752,-2.321089010e-3,-21.40007750587,-33.44450816069,65.321073365179,-2.321089009e-3,-21.40007750587,-40.93883686195,70.059432703786,-33.44471837763,65.177333857788,-33.44450816068,65.321073365171,-33.44471837762,65.177333857779,-3.947013977e-3,-28.61541479473
R 50.00000
Frequency (GHz),DB[S11],ANG[S11],DB[S12],ANG[S12],DB[S13],ANG[S13],DB[S21],ANG[S21],DB[S22],ANG[S22],DB[S23],ANG[S23],DB[S31],ANG[S31],DB[S32],ANG[S32],DB[S33],ANG[S33]
gap = 8.0
Line = 20.0
td = 8.0
Wcoup = 400.0
3.000000000000000,-50.51271500102,82.470215769171,-2.563899788e-4,-8.008290263158,-43.04128484729,80.722976318528,-2.563899793e-4,-8.008290263157,-50.51257206877,82.477050946132,-43.04131041677,80.669817892738,-43.04128484726,80.722976318470,-43.04131041675,80.669817892632,-4.372127325e-4,-10.76930107691
3.500000000000000,-49.18113924385,81.214341816926,-3.481250789e-4,-9.342951292313,-41.70738476530,79.177713113253,-3.481250796e-4,-9.342951292314,-49.18094478465,81.222298786636,-41.70741953735,79.115690643989,-41.70738476528,79.177713113506,-41.70741953734,79.115690644288,-5.932515702e-4,-12.56233197272
4.000000000000000,-48.02979031133,79.958419292289,-4.536380417e-4,-10.67758763798,-40.55335248173,77.632850962716,-4.536380410e-4,-10.67758763799,-48.02953644644,79.967490038752,-40.55339785186,77.561962448473,-40.55335248172,77.632850962872,-40.55339785185,77.561962448604,-7.726999709e-4,-14.35451078215
4.500000000000000,-47.01636721317,78.702442318690,-5.728101248e-4,-12.01219570166,-39.53687808277,76.088446100502,-5.728101247e-4,-12.01219570165,-47.01604608339,78.712617709214,-39.53693543778,76.008689237771,-39.53687808279,76.088446100426,-39.53693543779,76.008689237669,-9.753704078e-4,-16.14571789088
5.000000000000000,-46.11198005080,77.446404351091,-7.055075966e-4,-13.34677214754,-38.62907196678,74.544554335242,-7.055075961e-4,-13.34677214754,-46.11158381746,77.457674131929,-38.62914268369,74.455926538053,-38.62907196678,74.544554335360,-38.62914268370,74.455926538177,-1.201051512e-3,-17.93583451807
5.500000000000000,-45.29602577215,76.190299177335,-8.515818924e-4,-14.68131359748,-37.80932765568,73.001231022976,-8.515818930e-4,-14.68131359748,-45.29554662082,76.202651969502,-37.80941310065,72.903729393521,-37.80932765570,73.001231022971,-37.80941310066,72.903729393519,-1.449508570e-3,-19.72474282333
6.000000000000000,-44.55329258820,74.934121448256,-1.010869359e-3,-16.01581670460,-37.06242938800,71.458531002081,-1.010869359e-3,-16.01581670459,-44.55272273087,74.947544777058,-37.06253091509,71.352152335721,-37.06242938801,71.458531002173,-37.06253091510,71.352152335811,-1.720483855e-3,-21.51232599718
6.500000000000000,-43.87223030958,73.677865622552,-1.183193235e-3,-17.35027810685,-36.37682144128,69.916508689881,-1.183193235e-3,-17.35027810685,-43.87156198606,73.692345913291,-36.37694039156,69.801249466852,-36.37682144129,69.916508689834,-36.37694039157,69.801249466787,-2.013697848e-3,-23.29846836324
7.000000000000000,-43.24385576495,72.421524992184,-1.368360598e-3,-18.68469474177,-35.74352066849,68.375217357408,-1.368360598e-3,-18.68469474177,-43.24308124492,72.437047572163,-35.74365836869,68.251073735171,-35.74352066849,68.375217357424,-35.74365836869,68.251073735184,-2.328846602e-3,-25.08305545525
7.500000000000001,-42.66105745272,71.165096392380,-1.566167296e-3,-20.01906315128,-35.15540510857,66.834710425834,-1.566167295e-3,-20.01906315128,-42.66016903760,71.181645526008,-35.15556287022,66.701678243894,-35.15540510855,66.834710425857,-35.15556287021,66.701678243884,-2.665608498e-3,-26.86597415289
8.000000000000000,-42.11809238688,69.908573973894,-1.776394899e-3,-21.35338046862,-34.60673268802,65.295040233063,-1.776394898e-3,-21.35338046862,-42.11708241183,69.926132837222,-34.60691180646,65.153114989693,-34.60673268803,65.295040233054,-34.60691180646,65.153114989692,-3.023639461e-3,-28.64711270871
R 50.00000
Frequency (GHz),DB[S11],ANG[S11],DB[S12],ANG[S12],DB[S13],ANG[S13],DB[S21],ANG[S21],DB[S22],ANG[S22],DB[S23],ANG[S23],DB[S31],ANG[S31],DB[S32],ANG[S32],DB[S33],ANG[S33]
gap = 8.0
Line = 20.0
td = 10.0
Wcoup = 400.0
3.000000000000000,-51.26956271373,82.413409499101,-2.036469196e-4,-7.997193791449,-44.09808561100,80.717730111361,-2.036469197e-4,-7.997193791446,-51.26944278510,82.418934534073,-44.09810859874,80.664997366746,-44.09808561097,80.717730111038,-44.09810859870,80.664997366369,-3.440708721e-4,-10.77621077802
3.500000000000000,-49.93877326127,81.148048176354,-2.764126818e-4,-9.330013345311,-42.76421250923,79.171589156854,-2.764126809e-4,-9.330013345315,-49.93861008136,81.154480139097,-42.76424376824,79.110063089835,-42.76421250916,79.171589157127,-42.76424376817,79.110063090090,-4.666145968e-4,-12.57038957508
4.000000000000000,-48.78833250690,79.882662961785,-3.600884076e-4,-10.66281183818,-41.61021138384,77.625847717916,-3.600884078e-4,-10.66281183820,-48.78811945062,79.889995443417,-41.61025216703,77.555526220802,-41.61021138385,77.625847717750,-41.61025216703,77.555526220667,-6.075067328e-4,-14.36371456994
4.500000000000000,-47.77593846946,78.617251344663,-4.545769133e-4,-11.99558621686,-40.59377233297,76.080561819611,-4.545769141e-4,-11.99558621686,-47.77566892347,78.625477038926,-40.59382388480,76.001442473030,-40.59377233296,76.080561819715,-40.59382388481,76.001442473119,-7.665988410e-4,-16.15606590211
5.000000000000000,-46.87270317752,77.351810351675,-5.597686309e-4,-13.32833359482,-39.68600576775,74.535787076243,-5.597686310e-4,-13.32833359482,-46.87237054002,77.360921052916,-39.68606932328,74.447867156412,-39.68600576776,74.535787076197,-39.68606932328,74.447867156344,-9.437237088e-4,-17.94732454444
5.500000000000000,-46.05802220373,76.086337043497,-6.755419955e-4,-14.66105113240,-38.86630522456,72.991578644096,-6.755419959e-4,-14.66105113239,-46.05761988724,76.096323647655,-38.86638200825,72.894855112050,-38.86630522456,72.991578644214,-38.86638200826,72.894855112158,-1.138695591e-3,-19.73737240979
6.000000000000000,-45.31668519205,74.820829580498,-8.017629461e-4,-15.99373593591,-38.11945495752,71.447991182309,-8.017629469e-4,-15.99373593592,-45.31620662342,74.831682089545,-38.11954618220,71.342460666230,-38.11945495752,71.447991182394,-38.11954618221,71.342460666308,-1.351310545e-3,-21.52609244182
6.500000000000000,-44.63714213444,73.555285710225,-9.382869155e-4,-17.32638512925,-37.43389926110,69.905078942712,-9.382869160e-4,-17.32638512925,-44.63658075682,73.566993251841,-37.43400612700,69.790737749243,-37.43389926109,69.905078942747,-37.43400612699,69.790737749294,-1.581347609e-3,-23.31336871642
7.000000000000000,-44.01040938784,72.289701968296,-1.084955823e-3,-18.65899613707,-36.80065500639,68.362894979617,-1.084955824e-3,-18.65899613707,-44.00975866113,72.302252778413,-36.80077869989,68.239739074113,-36.80065500640,68.362894979716,-36.80077869990,68.239739074223,-1.828565960e-3,-25.09908651897
7.500000000000001,-43.42937689532,71.024078568490,-1.241602780e-3,-19.99156594356,-36.21260025168,66.821492602918,-1.241602779e-3,-19.99156594356,-43.42863029729,71.037460020110,-36.21274194443,66.689517620247,-36.21260025167,66.821492602934,-36.21274194443,66.689517620257,-2.092711571e-3,-26.88313248051
8.000000000000000,-42.88830111454,69.758412896356,-1.408049117e-3,-21.32409215343,-35.66399294366,65.280923999589,-1.408049118e-3,-21.32409215343,-42.88745214163,69.772611482786,-35.66415379167,65.140125220374,-35.66399294367,65.280923999627,-35.66415379167,65.140125220394,-2.373512341e-3,-28.66539460381
R 50.00000
Frequency (GHz),DB[S11],ANG[S11],DB[S12],ANG[S12],DB[S13],ANG[S13],DB[S21],ANG[S21],DB[S22],ANG[S22],DB[S23],ANG[S23],DB[S31],ANG[S31],DB[S32],ANG[S32],DB[S33],ANG[S33]
gap = 8.0
Line = 20.0
td = 12.0
Wcoup = 400.0
3.000000000000000,-51.93049252111,82.367052621686,-1.653261585e-4,-7.988825317122,-45.06513612988,80.713641650354,-1.653261602e-4,-7.988825317116,-51.93039032628,82.371576907587,-45.06515714844,80.661150017452,-45.06513612995,80.713641650233,-45.06515714851,80.661150017368,-2.765827981e-4,-10.78104436368
3.500000000000000,-50.60027577062,81.093925805855,-2.243115740e-4,-9.320256020251,-43.73129841667,79.166818771795,-2.243115729e-4,-9.320256020248,-50.60013670992,81.099192703327,-43.73132699665,79.105573714831,-43.73129841663,79.166818771867,-43.73132699660,79.105573714875,-3.748571010e-4,-12.57602532676
4.000000000000000,-49.45049701034,79.820789182269,-2.921249418e-4,-10.65166834251,-42.57733813835,77.620395184712,-2.921249421e-4,-10.65166834250,-49.45031543021,79.826793425141,-42.57737542420,77.550394459794,-42.57733813838,77.620395184872,-42.57737542423,77.550394459929,-4.878128653e-4,-14.37015090512
4.500000000000000,-48.43885128088,78.547641730340,-3.686852218e-4,-11.98305968657,-41.56094539903,76.074426888911,-3.686852219e-4,-11.98305968658,-48.43862153267,78.554377305883,-41.56099252720,75.995667928668,-41.56094539902,76.074426889040,-41.56099252719,75.995667928774,-6.153300269e-4,-16.16330101309
5.000000000000000,-47.53645593905,77.274482920772,-4.539010647e-4,-13.31442741199,-40.65323061656,74.528969480952,-4.539010637e-4,-13.31442741199,-47.53617238329,77.281943088560,-40.65328871438,74.441449389005,-40.65323061656,74.528969480896,-40.65328871438,74.441449388941,-7.572733979e-4,-17.95535639889
5.500000000000000,-46.72270203068,76.001311265319,-5.476712163e-4,-14.64576916374,-39.83358733456,72.984078100002,-5.476712165e-4,-14.64576916374,-46.72235903434,76.009488522992,-39.83365751929,72.887793649829,-39.83358733458,72.984078099997,-39.83365751931,72.887793649821,-9.134928072e-4,-19.74619875104
6.000000000000000,-45.98238231550,74.728127093315,-6.498838800e-4,-15.97708233391,-39.08679981534,71.439807395697,-6.498838801e-4,-15.97708233392,-45.98197425426,74.737013217993,-39.08688319302,71.334755005369,-39.08679981534,71.439807395666,-39.08688319302,71.334755005352,-1.083823417e-3,-21.53571078902
6.500000000000000,-45.30394606224,73.454929888084,-7.604187384e-4,-17.30836443545,-38.40131236184,69.896211627334,-7.604187387e-4,-17.30836443545,-45.30346732122,73.464515922980,-38.40141002645,69.782387380769,-38.40131236186,69.896211627304,-38.40141002646,69.782387380725,-1.268086758e-3,-23.32377636538
7.000000000000000,-44.67840981480,72.181718004530,-8.791438762e-4,-18.63961323303,-37.76814185453,68.353343799530,-8.791438761e-4,-18.63961323303,-44.67785478796,72.191994264956,-37.76825488671,68.230743415070,-37.76814185454,68.353343799604,-37.76825488673,68.230743415141,-1.466087825e-3,-25.11028054239
7.500000000000001,-44.09866463997,70.908493546474,-1.005920463e-3,-19.97082604462,-37.18016636134,66.811257276594,-1.005920464e-3,-19.97082604462,-44.09802773084,70.919449627271,-37.18029582770,66.679876125453,-37.18016636134,66.811257276665,-37.18029582771,66.679876125523,-1.677621721e-3,-26.89510972842
8.000000000000000,-43.55896658820,69.635255682167,-1.140599689e-3,-21.30200081853,-36.63164383926,65.270004254177,-1.140599691e-3,-21.30200081853,-43.55824221054,69.646880447769,-36.63179079133,65.129837338142,-36.63164383927,65.270004254194,-36.63179079134,65.129837338184,-1.902468602e-3,-28.67815170410
R 50.00000
Frequency (GHz),DB[S11],ANG[S11],DB[S12],ANG[S12],DB[S13],ANG[S13],DB[S21],ANG[S21],DB[S22],ANG[S22],DB[S23],ANG[S23],DB[S31],ANG[S31],DB[S32],ANG[S32],DB[S33],ANG[S33]
gap = 8.0
Line = 20.0
td = 14.0
Wcoup = 400.0
3.000000000000000,-52.37267113026,82.322197002975,-1.371925402e-4,-7.983081468289,-45.96968636385,80.711377651236,-1.371925409e-4,-7.983081468288,-52.37258476133,82.325866577914,-45.96970612291,80.659051000718,-45.96968636385,80.711377651116,-45.96970612291,80.659051000653,-2.257064201e-4,-10.78395016914
3.500000000000000,-51.04297942915,81.041567442228,-1.860607373e-4,-9.313559195362,-44.63588257040,79.164175954031,-1.860607370e-4,-9.313559195359,-51.04286189505,81.045839281775,-44.63590943660,79.103123149492,-44.63588257039,79.164175954084,-44.63590943658,79.103123149501,-3.056859454e-4,-12.57941286284
4.000000000000000,-49.89380909065,79.760938524550,-2.422280448e-4,-10.64402048192,-43.48196144706,77.617372871939,-2.422280461e-4,-10.64402048192,-49.89365560663,79.765808335854,-43.48199649531,77.547591564963,-43.48196144704,77.617372872010,-43.48199649530,77.547591565121,-3.975832365e-4,-14.37401898670
4.500000000000000,-48.88285323181,78.480310673707,-3.056252766e-4,-11.97446304046,-42.46561310476,76.071024315906,-3.056252761e-4,-11.97446304047,-48.88265901543,78.485773551049,-42.46565740214,75.992511821460,-42.46561310476,76.071024315810,-42.46565740214,75.992511821371,-5.012998906e-4,-16.16764828618
5.000000000000000,-47.98122911866,77.199684641257,-3.761743470e-4,-13.30488451763,-41.55794796959,74.525185798396,-3.761743464e-4,-13.30488451763,-47.98098939133,77.205735078359,-41.55800257422,74.437939081033,-41.55794796960,74.525185798427,-41.55800257422,74.437939081041,-6.167250682e-4,-17.96018134142
