190426_coupler_test De-Embedded Nominal: tandelta=0.0 t_aSi=0.25 W=10.0 Lcoupler=3400.0
2,-40.9704
3,-37.4637
4,-34.9861
5,-33.0752
6,-31.5249
7,-30.2255
8,-29.1114

190426_coupler_test De-Embedded tandelta=0.0 t_aSi=0.25 W=10.0 Lcoupler=1000.0
Frequency GHz, DB[S13]
2,-40.0663
3,-36.563
4,-34.0903
5,-32.1857
6,-30.6432
7,-29.3531
8,-28.2499

190426_coupler_test De-Embedded tandelta=0.0 t_aSi=0.25 W=10.0 Lcoupler=1100.0
Frequency GHz, DB[S13]
2,-39.2483
3,-35.7488
4,-33.2815
5,-31.3839
6,-29.8501
7,-28.5703
8,-27.4791

190426_coupler_test De-Embedded tandelta=0.0 t_aSi=0.25 W=10.0 Lcoupler=1200.0
Frequency GHz, DB[S13]
2,-38.5015
3,-35.0062
4,-32.5448
5,-30.6549
6,-29.1306
7,-27.8622
8,-26.7845

190426_coupler_test De-Embedded tandelta=0.0 t_aSi=0.25 W=10.0 Lcoupler=1300.0
Frequency GHz, DB[S13]
2,-37.8146
3,-34.324
4,-31.869
5,-29.9875
6,-28.4736
7,-27.2178
8,-26.1547

190426_coupler_test De-Embedded tandelta=0.0 t_aSi=0.25 W=10.0 Lcoupler=1400.0
Frequency GHz, DB[S13]
2,-37.1789
3,-33.6932
4,-31.2453
5,-29.3729
6,-27.8703
7,-26.6281
8,-25.5812

190426_coupler_test De-Embedded tandelta=0.0 t_aSi=0.25 W=10.0 Lcoupler=1500.0
Frequency GHz, DB[S13]
2,-36.5874
3,-33.1071
4,-30.6666
5,-28.804
6,-27.3137
7,-26.0864
8,-25.0569

190426_coupler_test De-Embedded tandelta=0.0 t_aSi=0.25 W=10.0 Lcoupler=1600.0
Frequency GHz, DB[S13]
2,-36.0345
3,-32.5598
4,-30.1274
5,-28.2753
6,-26.7982
7,-25.5867
8,-24.5762

190426_coupler_test De-Embedded tandelta=0.0 t_aSi=0.25 W=10.0 Lcoupler=1700.0
Frequency GHz, DB[S13]
2,-35.5155
3,-32.0468
4,-29.6231
5,-27.7823
6,-26.3194
7,-25.1251
8,-24.1351

190426_coupler_test De-Embedded tandelta=0.0 t_aSi=0.25 W=10.0 Lcoupler=1800.0
Frequency GHz, DB[S13]
2,-35.0266
3,-31.5643
4,-29.1498
5,-27.3211
6,-25.8732
7,-24.6974
8,-23.7294

190426_coupler_test De-Embedded tandelta=0.0 t_aSi=0.25 W=10.0 Lcoupler=1900.0
Frequency GHz, DB[S13]
2,-34.5645
3,-31.1091
4,-28.7043
5,-26.8885
6,-25.4569
7,-24.3009
8,-23.3565

190426_coupler_test De-Embedded tandelta=0.0 t_aSi=0.25 W=10.0 Lcoupler=2000.0
Frequency GHz, DB[S13]
2,-34.1266
3,-30.6785
4,-28.284
5,-26.4818
6,-25.0674
7,-23.9324
8,-23.0133

190426_coupler_test De-Embedded tandelta=0.0 t_aSi=0.25 W=10.0 Lcoupler=2100.0
Frequency GHz, DB[S13]
2,-33.7106
3,-30.27
4,-27.8864
5,-26.0987
6,-24.7025
7,-23.59
8,-22.6979

190426_coupler_test De-Embedded tandelta=0.0 t_aSi=0.25 W=10.0 Lcoupler=2200.0
Frequency GHz, DB[S13]
2,-33.3144
3,-29.8818
4,-27.5097
5,-25.7372
6,-24.3604
7,-23.2717
8,-22.4084

190426_coupler_test De-Embedded tandelta=0.0 t_aSi=0.25 W=10.0 Lcoupler=2300.0
Frequency GHz, DB[S13]
2,-32.9363
3,-29.5121
4,-27.1521
5,-25.3956
6,-24.0393
7,-22.9759
8,-22.1433

190426_coupler_test De-Embedded tandelta=0.0 t_aSi=0.25 W=10.0 Lcoupler=2400.0
Frequency GHz, DB[S13]
2,-32.5749
3,-29.1595
4,-26.8121
5,-25.0725
6,-23.7378
7,-22.7012
8,-21.9011

190426_coupler_test De-Embedded tandelta=0.0 t_aSi=0.25 W=10.0 Lcoupler=2500.0
Frequency GHz, DB[S13]
2,-32.2287
3,-28.8225
4,-26.4883
5,-24.7666
6,-23.4546
7,-22.4463
8,-21.6807

190426_coupler_test De-Embedded tandelta=0.0 t_aSi=0.25 W=10.0 Lcoupler=2600.0
Frequency GHz, DB[S13]
2,-31.8966
3,-28.5
4,-26.1797
5,-24.4766
6,-23.1886
7,-22.2102
8,-21.4812

190426_coupler_test De-Embedded tandelta=0.0 t_aSi=0.25 W=10.0 Lcoupler=2700.0
Frequency GHz, DB[S13]
2,-31.5776
3,-28.191
4,-25.8852
5,-24.2017
6,-22.9388
7,-21.992
8,-21.3016

190426_coupler_test De-Embedded tandelta=0.0 t_aSi=0.25 W=10.0 Lcoupler=2800.0
Frequency GHz, DB[S13]
2,-31.2708
3,-27.8945
4,-25.6039
5,-23.9408
6,-22.7044
7,-21.7907
8,-21.1412

190426_coupler_test De-Embedded tandelta=0.0 t_aSi=0.25 W=10.0 Lcoupler=2900.0
Frequency GHz, DB[S13]
2,-30.9753
3,-27.6098
4,-25.335
5,-23.6933
6,-22.4846
7,-21.6058
8,-20.9994

190426_coupler_test De-Embedded tandelta=0.0 t_aSi=0.25 W=10.0 Lcoupler=3000.0
Frequency GHz, DB[S13]
2,-30.6903
3,-27.3361
4,-25.0778
5,-23.4584
6,-22.2787
7,-21.4366
8,-20.8757

190426_coupler_test De-Embedded tandelta=0.0 t_aSi=0.25 W=10.0 Lcoupler=3100.0
Frequency GHz, DB[S13]
2,-30.4153
3,-27.0727
4,-24.8315
5,-23.2354
6,-22.0861
7,-21.2826
8,-20.7695

190426_coupler_test De-Embedded tandelta=0.0 t_aSi=0.25 W=10.0 Lcoupler=3200.0
Frequency GHz, DB[S13]
2,-30.1498
3,-26.8192
4,-24.5957
5,-23.0239
6,-21.9063
7,-21.1432
8,-20.6806

190426_coupler_test De-Embedded tandelta=0.0 t_aSi=0.25 W=10.0 Lcoupler=3300.0
Frequency GHz, DB[S13]
2,-29.8935
3,-26.5754
4,-24.3703
5,-22.8237
6,-21.7392
7,-21.0183
8,-20.6086

