R 50.00000
Frequency (GHz),DB[S11],ANG[S11],DB[S12],ANG[S12],DB[S13],ANG[S13],DB[S21],ANG[S21],DB[S22],ANG[S22],DB[S23],ANG[S23],DB[S31],ANG[S31],DB[S32],ANG[S32],DB[S33],ANG[S33]
5.000000000000000,-43.12282186337,77.954585384907,-1.712460838e-3,-13.45384477535,-34.62594867299,72.750148747760,-1.712460839e-3,-13.45384477533,-43.12200875509,77.974447536853,-34.62606359639,72.651533086733,-34.62594867301,72.750148747977,-34.62606359641,72.651533086949,-3.006598405e-3,-21.54403013713
5.500000000000000,-42.30053573591,76.745290064759,-2.064564716e-3,-14.79888597811,-33.81459193075,71.035466378717,-2.064564716e-3,-14.79888597811,-42.29955545192,76.766978539786,-33.81473083775,70.926975235886,-33.81459193078,71.035466378655,-33.81473083777,70.926975235883,-3.623136911e-3,-23.67795529548
6.000000000000000,-41.55090403233,75.534785059255,-2.447401401e-3,-16.14383195502,-33.07681732190,69.323658030329,-2.447401400e-3,-16.14383195502,-41.54974202135,75.558255870745,-33.07698243704,69.205287366442,-33.07681732189,69.323658030287,-33.07698243703,69.205287366396,-4.293033792e-3,-25.80615188728
6.500000000000000,-40.86238528973,74.322982350979,-2.860254237e-3,-17.48867522179,-32.40105271219,67.614956902673,-2.860254239e-3,-17.48867522177,-40.86102734573,74.348188263998,-32.40124624407,67.486702275371,-32.40105271220,67.614956902720,-32.40124624407,67.486702275439,-5.014935243e-3,-27.92815333096
7.000000000000000,-40.22600861298,73.109798173049,-3.302357079e-3,-18.83340875938,-31.77829740642,65.909588982826,-3.302357079e-3,-18.83340875937,-40.22444089557,73.136688857048,-31.77852154609,65.771445547950,-31.77829740642,65.909588982869,-31.77852154609,65.771445547993,-5.787398918e-3,-30.04350634677
7.500000000000001,-39.63466944389,71.895156428929,-3.772902526e-3,-20.17802558255,-31.20141081917,64.207773385329,-3.772902525e-3,-20.17802558255,-39.63287849432,71.923678651369,-31.20166773906,64.059735883817,-31.20141081917,64.207773385351,-31.20166773907,64.059735883820,-6.608905753e-3,-32.15177181939
8.000000000000000,-39.08263870847,70.678984487007,-4.271041694e-3,-21.52251936265,-30.66463125394,62.509721333641,-4.271041696e-3,-21.52251936265,-39.08061146615,70.709082285316,-30.66492310657,62.351784078202,-30.66463125394,62.509721333586,-30.66492310657,62.351784078162,-7.477862624e-3,-34.25252541864
R 50.00000
Frequency (GHz),DB[S11],ANG[S11],DB[S12],ANG[S12],DB[S13],ANG[S13],DB[S21],ANG[S21],DB[S22],ANG[S22],DB[S23],ANG[S23],DB[S31],ANG[S31],DB[S32],ANG[S32],DB[S33],ANG[S33]
gap = 8.0
Line = 20.0
td = 4.0
Wcoup = 400.0
3.000000000000000,-48.56390110825,82.743533439463,-5.128363184e-4,-8.050977301576,-39.84406929999,79.614490662901,-5.128363180e-4,-8.050977301580,-48.56363374285,82.754209025994,-39.84410518825,79.556386039071,-39.84406930002,79.614490663351,-39.84410518828,79.556386039533,-9.076349304e-4,-12.99149506035
3.500000000000000,-47.22908235011,81.531871460838,-6.960774584e-4,-9.392689557337,-38.51550514183,77.887743158940,-6.960774585e-4,-9.392689557325,-47.22871925101,81.544268839594,-38.51555395428,77.819948937878,-38.51550514183,77.887743158928,-38.51555395428,77.819948937845,-1.231089679e-3,-15.14848082165
4.000000000000000,-46.07400734483,80.319480283126,-9.064589596e-4,-10.73434847138,-37.36760269676,76.162886129477,-9.064589592e-4,-10.73434847137,-46.07353430176,80.333573357673,-37.36766639841,76.085399758027,-37.36760269675,76.162886129849,-37.36766639840,76.085399758407,-1.602238642e-3,-17.30168791791
4.500000000000000,-45.05637907675,79.106265584854,-1.143564113e-3,-12.07594676701,-36.35804070282,74.440176806293,-1.143564112e-3,-12.07594676703,-45.05578209081,79.122024831207,-36.35812124871,74.352995347594,-36.35804070280,74.440176806149,-36.35812124871,74.352995347480,-2.020295698e-3,-19.45060139818
5.000000000000000,-44.14731559942,77.892135776071,-1.406927151e-3,-13.41747753743,-35.45791683876,72.719867424803,-1.406927152e-3,-13.41747753743,-44.14658091065,77.909528345272,-35.45801617272,72.622987576574,-35.45791683877,72.719867424813,-35.45801617273,72.622987576596,-2.484383031e-3,-21.59471597442
5.500000000000000,-43.32622055322,76.677003075141,-1.696035326e-3,-14.75893403942,-34.64661058365,71.002204715719,-1.696035327e-3,-14.75893403942,-43.32533465984,76.695992927038,-34.64673063697,70.895622775379,-34.64661058365,71.002204715693,-34.64673063697,70.895622775411,-2.993535407e-3,-23.73353707633
6.000000000000000,-42.57788999826,75.460784578166,-2.010330736e-3,-16.10030972028,-33.90889086665,69.287429376207,-2.010330736e-3,-16.10030972029,-42.57683967784,75.481332609378,-33.90903355679,69.171141254142,-33.90889086665,69.287429376295,-33.90903355679,69.171141254251,-3.546705246e-3,-25.86658182187
6.500000000000000,-41.89078187218,74.243401462071,-2.349214667e-3,-17.44159819875,-33.23318544782,67.575775693291,-2.349214667e-3,-17.44159819876,-41.88955420038,74.265465650308,-33.23335267726,67.449776894725,-33.23318544782,67.575775693150,-33.23335267726,67.449776894600,-4.142768200e-3,-27.99337995861
7.000000000000000,-41.25592363223,73.024778409067,-2.712046854e-3,-18.78279354592,-32.61049351855,65.867470680438,-2.712046854e-3,-18.78279354591,-41.25450599957,73.048313952970,-32.61068717338,65.731756305338,-32.61049351855,65.867470680489,-32.61068717338,65.731756305413,-4.780526245e-3,-30.11347469684
7.500000000000001,-40.66621061077,71.804847693780,-3.098152998e-3,-20.12388976278,-32.03367437302,64.162734487739,-3.098152998e-3,-20.12388976279,-40.66459073607,71.829807179649,-32.03389632184,64.017299221714,-32.03367437301,64.162734487759,-32.03389632183,64.017299221750,-5.458718351e-3,-32.22642358079
8.000000000000000,-40.11591205053,70.583544159488,-3.506824123e-3,-21.46488150480,-31.49696618746,62.461779319738,-3.506824124e-3,-21.46488150480,-40.11407799500,70.609877705848,-31.49721828025,62.306617417062,-31.49696618746,62.461779319760,-31.49721828024,62.306617417064,-6.176021966e-3,-34.33179911517
R 50.00000
Frequency (GHz),DB[S11],ANG[S11],DB[S12],ANG[S12],DB[S13],ANG[S13],DB[S21],ANG[S21],DB[S22],ANG[S22],DB[S23],ANG[S23],DB[S31],ANG[S31],DB[S32],ANG[S32],DB[S33],ANG[S33]
gap = 8.0
Line = 20.0
td = 6.0
Wcoup = 400.0
3.000000000000000,-49.97462365221,82.645286610987,-3.672220156e-4,-8.023555034125,-41.30825182970,79.594580711691,-3.672220152e-4,-8.023555034125,-49.97440766599,82.653417987973,-41.30828117900,79.537611013743,-41.30825182971,79.594580711493,-41.30828117901,79.537611013524,-6.499389679e-4,-13.02555542832
3.500000000000000,-48.64123395955,81.417495536257,-4.982880021e-4,-9.360725335140,-39.97973941399,77.864530372909,-4.982880018e-4,-9.360725335125,-48.64094057444,81.426937389342,-39.97977932861,77.798060007471,-39.97973941399,77.864530373165,-39.97977932859,77.798060007677,-8.811377916e-4,-15.18814089418
4.000000000000000,-47.48780408820,80.189138074128,-6.487335593e-4,-10.69785524287,-38.83189654115,76.136377599874,-6.487335597e-4,-10.69785524287,-47.48742177411,80.199870055376,-38.83194862476,76.060403909529,-38.83189654114,76.136377599674,-38.83194862475,76.060403909357,-1.146361662e-3,-17.34691263617
4.500000000000000,-46.47203748681,78.960141270377,-8.182534663e-4,-12.03493917892,-37.82240189438,74.410380590649,-8.182534662e-4,-12.03493917892,-46.47155486764,78.972140352316,-37.82246774140,74.324900522480,-37.82240189436,74.410380590615,-37.82246774138,74.324900522458,-1.445043909e-3,-19.50135103931
5.000000000000000,-45.56504952944,77.730433906217,-1.006506621e-3,-13.37197194057,-36.92235309066,72.686792537864,-1.006506622e-3,-13.37197194055,-45.56445540197,77.743674436083,-36.92243428503,72.591802658883,-36.92235309070,72.686792537774,-36.92243428506,72.591802658810,-1.776551869e-3,-21.65094628419
5.500000000000000,-44.74624350959,76.499948153156,-1.213117563e-3,-14.70894836680,-36.11112954106,70.965861106499,-1.213117563e-3,-14.70894836680,-44.74552685939,76.514401966972,-36.11122765502,70.861357572531,-36.11112954102,70.965861106422,-36.11122765499,70.861357572424,-2.140190026e-3,-23.79519941466
6.000000000000000,-44.00041359745,75.268619935662,-1.437677664e-3,-16.04586347911,-35.37350009996,69.247827912060,-1.437677665e-3,-16.04586347912,-43.99956361272,75.284256437833,-35.37361669289,69.133806477665,-35.37350009996,69.247827912061,-35.37361669289,69.133806477660,-2.535203622e-3,-25.93362332075
6.500000000000000,-43.31601656705,74.036388405080,-1.679748695e-3,-17.38271238601,-34.69789244711,67.532928152813,-1.679748695e-3,-17.38271238600,-43.31502265365,74.053174689347,-34.69802906439,67.409384154492,-34.69789244711,67.532928152883,-34.69802906439,67.409384154563,-2.960782904e-3,-28.06574369081
7.000000000000000,-42.68407711940,72.803194947158,-1.938861491e-3,-18.71949061911,-34.07530568741,65.821389675885,-1.938861492e-3,-18.71949061911,-42.68292891168,72.821095879463,-34.07546385915,65.688318032060,-34.07530568741,65.821389675867,-34.07546385916,65.688318032050,-3.416064676e-3,-30.19109985479
7.500000000000001,-42.09749022252,71.568988092128,-2.214522630e-3,-20.05619350788,-33.49859902320,64.113433525055,-2.214522628e-3,-20.05619350790,-42.09617759453,71.587966444831,-33.49878026321,63.970828731905,-33.49859902320,64.113433525008,-33.49878026320,63.970828731873,-3.900141321e-3,-32.30924566407
8.000000000000000,-41.55052208629,70.333717402033,-2.506213026e-3,-21.39281703285,-32.96201053345,62.409272736846,-2.506213027e-3,-21.39281703285,-41.54903516173,70.353733951980,-32.96221633813,62.257128844314,-32.96201053345,62.409272736855,-32.96221633813,62.257128844361,-4.412060761e-3,-34.41975012502
R 50.00000
Frequency (GHz),DB[S11],ANG[S11],DB[S12],ANG[S12],DB[S13],ANG[S13],DB[S21],ANG[S21],DB[S22],ANG[S22],DB[S23],ANG[S23],DB[S31],ANG[S31],DB[S32],ANG[S32],DB[S33],ANG[S33]
gap = 8.0
Line = 20.0
td = 8.0
Wcoup = 400.0
3.000000000000000,-51.02808654893,82.557655822870,-2.757209913e-4,-8.006132601084,-42.58932816315,79.583975055356,-2.757209908e-4,-8.006132601083,-51.02790950397,82.563911325568,-42.58935351462,79.527581323628,-42.58932816321,79.583975055481,-42.58935351465,79.527581323763,-4.857557190e-4,-13.04285743504
3.500000000000000,-49.69575056795,81.315423911976,-3.740103800e-4,-9.340417559722,-41.26086919023,77.852164809197,-3.740103799e-4,-9.340417559721,-49.69551004083,81.322686261653,-41.26090366544,77.786366048732,-41.26086919028,77.852164809047,-41.26090366549,77.786366048572,-6.581819880e-4,-15.20828554509
4.000000000000000,-48.54353387620,80.072744416421,-4.868099866e-4,-10.67467049849,-40.11308793976,76.122255670830,-4.868099874e-4,-10.67467049848,-48.54322038462,80.080997349619,-40.11313292207,76.047049058501,-40.11308793977,76.122255671009,-40.11313292208,76.047049058713,-8.559285719e-4,-17.36988125663
4.500000000000000,-47.52914014444,78.829559919684,-6.138871495e-4,-12.00888694587,-39.10366307700,74.394506335599,-6.138871493e-4,-12.00888694587,-47.52874432094,78.838785010725,-39.10371994102,74.309888635381,-39.10366307701,74.394506335535,-39.10371994104,74.309888635337,-1.078569933e-3,-19.52712246921
5.000000000000000,-46.62368350737,77.585814226338,-7.549818826e-4,-13.34306277549,-38.20369219878,72.669170491977,-7.549818838e-4,-13.34306277548,-46.62319611506,77.595990951678,-38.20376230937,72.575138059707,-38.20369219879,72.669170491952,-38.20376230937,72.575138059691,-1.325631020e-3,-21.67949694745
5.500000000000000,-45.80656601931,76.341453817369,-9.098080091e-4,-14.67719388188,-37.39255469355,70.946496293967,-9.098080086e-4,-14.67719388187,-45.80597796362,76.352559617313,-37.39263940459,70.843045056412,-37.39255469354,70.946496293881,-37.39263940459,70.843045056319,-1.596589685e-3,-23.82650339676
6.000000000000000,-45.06258134504,75.096428480070,-1.078053965e-3,-16.01127627442,-36.65501939124,69.226725846082,-1.078053966e-3,-16.01127627442,-45.06188368371,75.108438830703,-36.65512004456,69.113851303418,-36.65501939125,69.226725846047,-36.65512004458,69.113851303425,-1.890879411e-3,-25.96765245180
6.500000000000000,-44.38018495622,73.850690335770,-1.259385867e-3,-17.34530604101,-35.97951394473,67.510094844782,-1.259385867e-3,-17.34530604100,-44.37936890955,73.863578836994,-35.97963186911,67.387792057893,-35.97951394472,67.510094844766,-35.97963186911,67.387792057873,-2.207892538e-3,-28.10246763472
7.000000000000000,-43.75039962757,72.604192975389,-1.453445776e-3,-18.67927964979,-35.35703743001,65.796831572186,-1.453445775e-3,-18.67927964980,-43.74945658868,72.617931413885,-35.35717393989,65.665095160785,-35.35703743002,65.796831572162,-35.35717393990,65.665095160770,-2.546980969e-3,-30.23048620379
7.500000000000001,-43.16612055932,71.356896708966,-1.659857749e-3,-20.01319327345,-34.78044901850,64.087157591317,-1.659857748e-3,-20.01319327344,-43.16504210127,71.371455157670,-34.78060541308,63.945981732839,-34.78044901850,64.087157591362,-34.78060541308,63.945981732877,-2.907464022e-3,-32.35126003762
8.000000000000000,-42.62161103725,70.108761693212,-1.878226083e-3,-21.34704377310,-34.24398675618,62.381286409386,-1.878226084e-3,-21.34704377310,-42.62038892023,70.124108581520,-34.24416431839,62.230664813626,-34.24398675618,62.381286409427,-34.24416431838,62.230664813677,-3.288627422e-3,-34.46435627246
R 50.00000
Frequency (GHz),DB[S11],ANG[S11],DB[S12],ANG[S12],DB[S13],ANG[S13],DB[S21],ANG[S21],DB[S22],ANG[S22],DB[S23],ANG[S23],DB[S31],ANG[S31],DB[S32],ANG[S32],DB[S33],ANG[S33]
gap = 8.0
Line = 20.0
td = 10.0
Wcoup = 400.0
3.000000000000000,-51.69000633305,82.472241003341,-2.148763989e-4,-7.995290023214,-43.74731686411,79.578677368863,-2.148763990e-4,-7.995290023208,-51.68986270242,82.476986974335,-43.74733991949,79.522631957287,-43.74731686420,79.578677368666,-43.74733991958,79.522631957116,-3.737580063e-4,-13.05213646268
3.500000000000000,-50.35865760466,81.215930295848,-2.913744293e-4,-9.327780251391,-42.41890311684,77.845985505321,-2.913744295e-4,-9.327780251395,-50.35846244215,81.221438962963,-42.41893446757,77.780592860469,-42.41890311688,77.845985505291,-42.41893446759,77.780592860442,-5.060966120e-4,-15.21908694028
4.000000000000000,-49.20757904748,79.959273815695,-3.791476715e-4,-10.66024406608,-41.27117405259,76.115195374398,-3.791476714e-4,-10.66024406608,-49.20732463810,79.965532293788,-41.27121495498,76.040452549579,-41.27117405263,76.115195374648,-41.27121495501,76.040452549802,-6.578207605e-4,-17.38219402868
4.500000000000000,-48.19447244068,78.702227367866,-4.780127636e-4,-11.99267778230,-40.26180833805,74.386565762138,-4.780127627e-4,-11.99267778230,-48.19415115349,78.709221048331,-40.26186003994,74.302469388750,-40.26180833809,74.386565762075,-40.26186003998,74.302469388666,-8.286021475e-4,-19.54093416202
5.000000000000000,-47.29045311675,77.444747828772,-5.877646857e-4,-13.32507794556,-39.36190357125,72.660350458907,-5.877646857e-4,-13.32507794556,-47.29005741795,77.452460432502,-39.36196731088,72.566896734014,-39.36190357125,72.660350458766,-39.36196731089,72.566896733900,-1.018074392e-3,-21.69479368028
5.500000000000000,-46.47492063021,76.186793805619,-7.081778110e-4,-14.65744119861,-38.55083914198,70.936797713182,-7.081778122e-4,-14.65744119862,-46.47444308953,76.195207418668,-38.55091614696,70.833982398178,-38.55083914199,70.936797713146,-38.55091614697,70.833982398144,-1.225834842e-3,-23.84326990814
6.000000000000000,-45.73266911993,74.928327018410,-8.390063293e-4,-15.98976418957,-37.81338388157,69.216149736146,-8.390063293e-4,-15.98976418958,-45.73210242304,74.937422159479,-37.81347536763,69.103968142992,-37.81338388156,69.216149736065,-37.81347536762,69.103968142939,-1.451446616e-3,-25.98587214768
6.500000000000000,-45.05215307684,73.669310778314,-9.799870597e-4,-17.32204366086,-37.13796544421,67.498642344355,-9.799870597e-4,-17.32204366086,-45.05149002903,73.679066458834,-37.13807261437,67.377089329959,-37.13796544422,67.498642344328,-37.13807261438,67.377089329948,-1.694441390e-3,-28.12212263993
7.000000000000000,-44.42439363558,72.409709141292,-1.130837325e-3,-18.65427671356,-36.51558290730,65.784503884172,-1.130837326e-3,-18.65427671357,-44.42362717019,72.420102902468,-36.51570695055,65.653573845803,-36.51558290730,65.784503884126,-36.51570695055,65.653573845773,-1.954319162e-3,-30.25155741625
7.500000000000001,-43.84228617739,71.149492452946,-1.291260728e-3,-19.98646008676,-35.93909544356,64.073956075683,-1.291260728e-3,-19.98646008676,-43.84140936105,71.160500459766,-35.93923753398,63.933642955316,-35.93909544357,64.073956075671,-35.93923753399,63.933642955293,-2.230555567e-3,-32.37372718521
8.000000000000000,-43.30009218271,69.888630158496,-1.460944985e-3,-21.31859121312,-35.40274110024,62.367212543500,-1.460944986e-3,-21.31859121312,-43.29909822115,69.900227237407,-35.40290239603,62.217509796958,-35.40274110026,62.367212543494,-35.40290239605,62.217509796987,-2.522600103e-3,-34.48819797210
R 50.00000
Frequency (GHz),DB[S11],ANG[S11],DB[S12],ANG[S12],DB[S13],ANG[S13],DB[S21],ANG[S21],DB[S22],ANG[S22],DB[S23],ANG[S23],DB[S31],ANG[S31],DB[S32],ANG[S32],DB[S33],ANG[S33]
gap = 8.0
Line = 20.0
td = 12.0
Wcoup = 400.0
3.000000000000000,-52.28376868665,82.407302970666,-1.717266162e-4,-7.987140097030,-44.79826258632,79.574494928816,-1.717266160e-4,-7.987140097034,-52.28364942516,82.410967957397,-44.79828385505,79.518622391016,-44.79826258631,79.574494928682,-44.79828385504,79.518622390900,-2.949804202e-4,-13.05862299265
3.500000000000000,-50.95312574982,81.140256184691,-2.327724172e-4,-9.318280884447,-43.46990041268,77.841109650851,-2.327724170e-4,-9.318280884447,-50.95296368399,81.144508858994,-43.46992933260,77.775918350639,-43.46990041273,77.841109650557,-43.46992933265,77.775918350302,-3.991229202e-4,-15.22663542149
4.000000000000000,-49.80286141744,79.872932876980,-3.028008167e-4,-10.64939927384,-42.32223084695,76.109627793797,-3.028008166e-4,-10.64939927384,-49.80265012522,79.877762702931,-42.32226857599,76.035114623559,-42.32223084692,76.109627793380,-42.32226857597,76.035114623130,-5.184772646e-4,-17.39079574707
4.500000000000000,-48.79067374664,78.605297284698,-3.816638087e-4,-11.98049219799,-41.31293255125,74.380308379477,-3.816638096e-4,-11.98049219799,-48.79040687378,78.610692300417,-41.31298023913,74.296469791812,-41.31293255126,74.380308379326,-41.31298023914,74.296469791660,-6.527838127e-4,-19.55057924200
5.000000000000000,-47.88768303382,77.337315595808,-4.691959739e-4,-13.31155659594,-40.41310311910,72.653405440758,-4.691959732e-4,-13.31155659594,-47.88735430076,77.343262481014,-40.41316190627,72.560237428651,-40.41310311908,72.653405440702,-40.41316190625,72.560237428593,-8.017529093e-4,-21.70547111658
5.500000000000000,-47.07328343282,76.068954264619,-5.652153000e-4,-14.64258973284,-39.60212193506,70.929167461301,-5.652153002e-4,-14.64258973284,-47.07288664128,76.075438336091,-39.60219295169,70.826665565644,-39.60212193507,70.929167461301,-39.60219295169,70.826665565628,-9.650662231e-4,-23.85496760075
6.000000000000000,-46.33227150481,74.800183261281,-6.695233161e-4,-15.97358866782,-38.86475782480,69.207836894857,-6.695233158e-4,-15.97358866782,-46.33180054513,74.807188554233,-38.86484218962,69.095996175508,-38.86475782480,69.207836894747,-38.86484218962,69.095996175393,-1.142378468e-3,-25.99857694036
6.500000000000000,-45.65310019069,73.530973286386,-7.819077383e-4,-17.30455064060,-38.18943843617,67.489649808092,-7.819077385e-4,-17.30455064061,-45.65254904634,73.538482581891,-38.18953725563,67.368464853462,-38.18943843617,67.489649808161,-38.18953725563,67.368464853565,-1.333319551e-3,-28.13582036054
7.000000000000000,-45.02679001342,72.261295539481,-9.021401182e-4,-18.63547318646,-37.56716283988,65.774834738424,-9.021401179e-4,-18.63547318645,-45.02615276773,72.269290407444,-37.56727720685,65.644299653077,-37.56716283987,65.774834738438,-37.56727720684,65.644299653101,-1.537494077e-3,-30.26623292003
7.500000000000001,-44.44623654560,70.991127056890,-1.029981345e-3,-19.96635345813,-36.99079020148,64.063613689682,-1.029981345e-3,-19.96635345812,-44.44550738433,70.999587920903,-36.99092119446,63.923722099931,-36.99079020148,64.063613689654,-36.99092119446,63.923722099909,-1.754488000e-3,-32.38936439982
8.000000000000000,-43.90569998163,69.720443548393,-1.165179248e-3,-21.29718929366,-36.45455856052,62.356200520250,-1.165179247e-3,-21.29718929366,-43.90487319840,69.729349714444,-36.45470724267,62.206945548109,-36.45455856050,62.356200520358,-36.45470724266,62.206945548169,-1.983866371e-3,-34.50477994450
R 50.00000
Frequency (GHz),DB[S11],ANG[S11],DB[S12],ANG[S12],DB[S13],ANG[S13],DB[S21],ANG[S21],DB[S22],ANG[S22],DB[S23],ANG[S23],DB[S31],ANG[S31],DB[S32],ANG[S32],DB[S33],ANG[S33]
gap = 8.0
Line = 20.0
td = 14.0
Wcoup = 400.0
3.000000000000000,-52.66772192440,82.348838444086,-1.405168796e-4,-7.981597662197,-45.77732199624,79.572439474878,-1.405168793e-4,-7.981597662197,-52.66762337586,82.351639858063,-45.77734215256,79.516680973770,-45.77732199620,79.572439475028,-45.77734215253,79.516680973898,-2.369053454e-4,-13.06213878175
3.500000000000000,-51.33770822810,81.072128646791,-1.903873701e-4,-9.311821172942,-44.44900728635,77.838712580806,-1.903873694e-4,-9.311821172944,-51.33757429562,81.075378106623,-44.44903469256,77.773654037374,-44.44900728634,77.838712580814,-44.44903469257,77.773654037389,-3.202631094e-4,-15.23072444512
4.000000000000000,-50.18817143558,79.795199310104,-2.475829658e-4,-10.64202517822,-43.30139249390,76.106889555932,-2.475829671e-4,-10.64202517824,-50.18799680250,79.798888205026,-43.30142824647,76.032527729206,-43.30139249393,76.106889555634,-43.30142824649,76.032527728968,-4.157569742e-4,-17.39545220600
4.500000000000000,-49.17680715929,78.518022125566,-3.119816443e-4,-11.97220703496,-42.29215628447,74.377229488013,-3.119816439e-4,-11.97220703495,-49.17658656220,78.522140705521,-42.29220147173,74.293560681501,-42.29215628448,74.377229488148,-42.29220147174,74.293560681625,-5.231783411e-4,-19.55579656229
5.000000000000000,-48.27473506809,77.240570256995,-3.834468694e-4,-13.30236407317,-41.39239625490,72.649986482949,-3.834468690e-4,-13.30236407316,-48.27446329956,77.245107642205,-41.39245195607,72.557006514991,-41.39239625491,72.649986482892,-41.39245195607,72.557006514911,-6.422944999e-4,-21.71124197026
